Date,Title,Brief,Link
" May 29, 2021  8:17:51 am",No consensus in GST Council on rate for vaccines amid Centre-Oppn rift,"GST Council meet: The Council, which met after October 2020, discussed the issue of compensation payments, for which states raised concerns about the 7-per cent revenue growth assumption.",https://indianexpress.com/article/business/economy/no-consensus-in-gst-council-on-rate-for-vaccines-amid-centre-oppn-rift-7334825/
" May 28, 2021  9:19:13 pm",GST Council meet: Sitharaman says import of free Covid-related relief items to be exempted from IGST till August 31,"GST Council meeting: The Goods and Services Tax (GST) Council led by Finance Minister Nirmala Sitharaman also decided to put Amphotericin B, a key medicine for the treatment of black fungus, in the list of items exempted from IGST.",https://indianexpress.com/article/business/economy/43rd-gst-council-meeting-outcome-key-announcements-finance-minister-nirmala-sitharaman-tax-on-medical-oxygen-concentrators-covid-19-related-medicines-vaccine-materials-7334289/
"May 28, 2021 1:50:02 pm","COVID-19 toll on Indian economy deepens, jobs crisis to worsen: Poll","The May 20-27 poll showed the outlook for the current quarter was lowered to 21.6% annually, and to 9.8% on average for this fiscal year, down from 23.0% and 10.4% respectively a month ago. The economy was then forecast to grow 6.7% next fiscal year, compared to 6.5% predicted previously.",https://indianexpress.com/article/business/economy/covid-19-toll-on-indian-economy-deepens-jobs-crisis-to-worsen-reuters-poll-7333963/
"May 28, 2021 5:43:38 am","No fresh supply of 2,000 notes in FY21, 500 denomination highest in volume","In value terms, the share of Rs 500 and Rs 2,000 banknotes together accounted for 85.7 per cent of the total value of banknotes in circulation as on March 31, 2021, as against 83.4 per cent as on March 31, 2020.
",https://indianexpress.com/article/business/economy/no-fresh-supply-of-2000-notes-in-fy21-500-denomination-highest-in-volume-7333561/
"May 28, 2021 5:39:36 am","No intention of selling stake in Petronet, IGL, says BPCL",Current Sebi regulations would require that the acquirer of the state-owned refiner make an open offer to minority shareholders of Petronet LNG and IGL due to its promoter status.,https://indianexpress.com/article/business/economy/no-intention-of-selling-stake-in-petronet-igl-says-bpcl-7333559/
" May 28, 2021  5:36:26 am",Stock market ‘bubble’ a worry for RBI,"On August 22, 2020, RBI Governor Shaktikanta Das said there was a clear disconnect between the sharp surge in markets and the state of real economy, as surplus global liquidity was driving up asset prices worldwide. ",https://indianexpress.com/article/business/economy/stock-market-bubble-a-worry-for-rbi-7333557/
"May 22, 2021 6:19:06 am","‘Vaccination cost at Rs 3.7L cr, lower than loss from likely lockdowns’","The total vaccination of the entire population of the country to tackle Covid-19 is estimated to cost Rs 3,70,000 crore, according to a State Bank of India (SBI) report.",https://indianexpress.com/article/business/economy/vaccination-cost-at-rs-3-7l-cr-lower-than-loss-from-likely-lockdowns-7325136/
"May 22, 2021 4:34:23 am","Covid-hit economy to receive Rs 99,122 crore shot of RBI dividend","The RBI has changed the accounting year from 2020-21. From the current fiscal, 2021-22, the financial year starts in April and ends in March.",https://indianexpress.com/article/business/economy/covid-death-toll-rbi-dividend-indian-economy-7325089/
"May 22, 2021 3:45:10 am",Small savings rate cut reversal not ‘oversight’ as claimed: Chidambaram,"“Just as I had said, the decision to lower the interest rates on small savings instruments with effect from April 1, 2021 was not an “inadvertent error” as was claimed by the FM. It was a conscious decision taken on file and approved/signed by the FM,” Chidambaram said in a series of tweets.",https://indianexpress.com/article/business/economy/small-savings-rate-cut-reversal-not-oversight-as-claimed-chidambaram-7325069/
" May 21, 2021  10:40:33 pm",Bangladesh outpaces India on per capita income,"In 2007, the per capita income of Bangladesh was half of that of India.",https://indianexpress.com/article/business/economy/bangladesh-outpaces-india-on-per-capita-income/
"May 21, 2021 2:57:35 pm","RBI Board approves transfer of Rs 99,122 cr as surplus to government","The RBI Board, according to a release, also reviewed the current economic situation, global and domestic challenges and recent policy measures taken by the Reserve Bank to mitigate the adverse impact of the second wave of COVID-19 on the economy.
",https://indianexpress.com/article/business/economy/rbi-board-approves-transfer-of-rs-99122-cr-as-surplus-to-government-7324462/
" May 18, 2021  8:14:33 am","Lockdowns hold up due diligence process; stretch AI, BPCL sell-off plans","Privatisation plans for key state-owned companies such as BPCL and Air India are likely to face delay and may stretch into later part of the year as the Covid-19 pandemic affects mobility of people, disrupting closure of transactions.
",https://indianexpress.com/article/business/economy/lockdowns-hold-up-due-diligence-process-stretch-ai-bpcl-sell-off-plans-7319353/
"May 18, 2021 6:28:44 am","Record WPI inflation: Supply chain issues, stiffer prices may hit retail",Buildup of pricing pressure amid supply chain disruptions against the second wave of the Covid-19 pandemic also contributed to the rise in inflation at wholesale level.,https://indianexpress.com/article/business/economy/record-wpi-inflation-supply-chain-issues-stiffer-prices-may-hit-retail-7319350/
"May 18, 2021 6:23:52 am",FDI hits all-time high in FY21; forex reserves jump over $100 bn,"According to data released by the Reserve Bank of India (RBI), while the direct investment to India in FY21 stood at $54.665 billion, FDI by India amounted to $11.299 billion, thereby resulting into a net FDI of $43.336 billion.",https://indianexpress.com/article/business/economy/fdi-hits-all-time-high-in-fy21-forex-reserves-jump-over-100-bn-7319347/
" May 17, 2021  1:35:54 pm",India’s WPI inflation rises to all-time high of 10.49% in April,"India's WPI Inflation April 2021: The wholesale price index (WPI) grew 7.39 per cent during the month of March and it rose to 4.83 per cent in February, the data from the Ministry of Commerce & Industry showed.",https://indianexpress.com/article/business/economy/india-wpi-wholesale-inflation-rises-10-49-per-cent-in-april-2021-commerce-ministry-data-7318326/
"May 17, 2021 1:20:48 am",Power consumption grows nearly 19% in May,Power consumption in the first fortnight of May 2020 was 43.55 BU. The power consumption in the entire month of May last year was 102.08 BU.,https://indianexpress.com/article/business/economy/power-consumption-grows-nearly-19-in-may-7317898/
"May 17, 2021 1:16:59 am",Fuel prices hiked again: Petrol nears Rs 99 in Mumbai,"A litre of petrol in Mumbai after a 23 paise hike now comes for Rs 98.88 and diesel, after a 29 paise jump, is priced at Rs 90.40 per litre.",https://indianexpress.com/article/business/economy/fuel-prices-hiked-again-petrol-nears-rs-99-in-mumbai-7317894/
"May 17, 2021 1:14:01 am",Demand surge helps gold import jump to $6.3 billion in April,The rise in gold imports pushed the country’s trade deficit to $15.1 billion in April 2021 as against $6.76 billion in the same month a year ago.,https://indianexpress.com/article/business/economy/demand-surge-helps-gold-import-jump-to-6-3-billion-in-april-7317888/
"May 17, 2021 1:10:28 am","‘More women directors, but few are in executive roles’","Of the total number of female executive directors only 31 per cent were professional EDs, the remaining 69 per cent belonged to the promoter group or were representatives of the promoters.",https://indianexpress.com/article/business/economy/women-directors-executive-roles-nifty-500-companies-7317887/
" May 17, 2021  7:27:17 am",CoWin tightens rules for slot info sharing with third parties,"While the move has come amid reports suggesting the misuse of the portal’s open APIs by some coders and software programmers to set alerts and book slots, the NHA said it was done to “ensure scalability” of the platform and to prevent cyberattacks.",https://indianexpress.com/article/business/economy/cowin-tightens-rules-for-slot-info-sharing-with-third-parties-7317884/
"May 16, 2021 1:00:21 am",GST Council meeting on May 28,"The GST Council is expected to discuss the modalities for borrowings by states to meet shortfall in tax revenues for this fiscal, if there would be a requirement for it this year like last fiscal.",https://indianexpress.com/article/business/economy/gst-council-meeting-on-may-28-7316693/
"May 9, 2021 1:27:40 am",Oil PSUs commit Rs 100 cr to Badrinath revamp: ‘In process’ before Covid,"Union Petroleum Minister Dharmendra Pradhan said the move “would help attract tourists to the state”, adding that oil PSUs would also contribute to the development of Kedarnath, Uttarkashi, Yamunotri and Gangotri.",https://indianexpress.com/article/business/economy/oil-psus-commit-rs-100-cr-to-badrinath-revamp-in-process-before-covid-7307576/
"May 9, 2021 1:18:11 am","CBIC eases norm on furnishing bonds for import, export of goods till June 30","In a circular, the CBIC said importers and exporters will have to furnish an undertaking to the Customs authorities in lieu of the bonds till June 30.",https://indianexpress.com/article/business/economy/cbic-eases-norm-on-furnishing-bonds-for-import-export-of-goods-till-june-30-7307571/
"May 9, 2021 12:54:12 am","Forex reserves see fourth week of gains, close to all-time high","With the latest gain, the forex kitty posted its fourth successive week of gains — starting with a rise of $4.344 billion to reach $581.213 billion during the week ended April 9.",https://indianexpress.com/article/business/economy/forex-reserves-see-fourth-week-of-gains-close-to-all-time-high-7307550/
" May 8, 2021  7:47:35 am","Pandemic, lockdown calls see cash with public hit record high","According to the data released by the Reserve Bank of India, the currency with public rose by Rs 15,919 crore in the fortnight ended April 23 to cross the Rs 28 lakh crore mark for the first time.",https://indianexpress.com/article/business/economy/pandemic-lockdown-calls-see-cash-with-public-hit-record-high-7306453/
